Step,Price,Predicted Signal,Step Return,Trade Status
990,88983.35,[0.12675802],-0.008592877,Trade open
991,88776.01,[0.12595908],-0.002964451,Trade open
992,89280.01,[0.12701978],-0.011317837,Trade open
993,88532.0,[0.12959722],-0.021380987,Trade open
994,87630.89,[0.124263],-0.023419058,Trade open
995,87448.39,[0.11213077],-0.030799475,Trade open
996,86787.51,[0.10104834],-0.023878148,Trade open
997,87407.28,[0.11197969],-0.026689393,Trade open
998,87155.55,[0.11402788],-0.027562117,Trade open
999,87077.4,[0.11514536],-0.035707597,Trade open
1000,86348.01,[0.10889699],-0.039035603,Trade open
1001,86050.0,[0.10727399],-0.035902854,Trade open
1002,86330.52,[0.11003397],-0.039459705,Trade open
1003,86012.02,[0.10985217],-0.028409626,Trade open
1004,87001.51,[0.11878552],-0.030258024,Trade open
1005,86835.99,[0.12111191],-0.032536108,Trade open
1006,86632.0,[0.11933292],-0.034121808,Trade open
1007,86490.01,[0.11620516],-0.02808795,Trade closed
1008,87030.31,[0.12559567],0.0,Trade initiated
1009,87030.31,[0.12724221],0.005052029,Trade open
1010,87469.99,[0.13015273],-0.00073815876,Trade open
1011,86966.07,[0.12896836],0.015278531,Trade open
1012,88360.01,[0.13438506],0.020292858,Trade open
1013,88796.41,[0.13643838],0.027779922,Trade open
1014,89448.01,[0.13981539],0.019234318,Trade open
1015,88704.28,[0.13405192],0.02795057,Trade open
1016,89462.86,[0.13429768],0.028068256,Trade open
1017,89473.1,[0.13513938],0.021322222,Trade open
1018,88885.99,[0.13146092],0.013903292,Trade open
1019,88240.32,[0.13016908],0.011647432,Trade open
1020,88043.99,[0.12620685],0.01794418,Trade open
1021,88592.0,[0.13131064],0.010801014,Trade open
1022,87970.33,[0.12604073],0.0105905095,Trade open
1023,87952.01,[0.12493711],0.013508943,Trade open
1024,88206.0,[0.1264333],0.011601562,Trade open
1025,88040.0,[0.12538111],0.010682072,Trade open
1026,87959.98,[0.12469752],0.014055088,Trade open
1027,88253.53,[0.12678434],0.00558076,Trade open
1028,87516.01,[0.11482382],0.009625238,Trade closed
1029,87868.0,[0.12157612],0.0,Trade initiated
1030,87868.0,[0.11631233],-0.0061911936,Trade open
1031,87323.99,[0.11774953],-0.008330678,Trade open
1032,87136.0,[0.1100588],-0.00829369,Trade open
1033,87139.25,[0.11469494],-0.007920884,Trade open
1034,87172.01,[0.10796016],-0.0062444517,Trade open
1035,87319.31,[0.11525891],-0.015045384,Trade open
1036,86545.99,[0.10616839],-0.015963221,Trade open
1037,86465.34,[0.10594246],-0.015568808,Trade open
1038,86500.0,[0.10713223],-0.008367131,Trade open
1039,87132.8,[0.12600924],-0.005826922,Trade open
1040,87356.0,[0.12825404],-0.003687438,Trade open
1041,87543.99,[0.13131931],-0.0072759176,Trade open
1042,87228.68,[0.13082038],-0.0039378135,Trade open
1043,87521.99,[0.13154954],-0.005325904,Trade open
1044,87400.02,[0.13076565],-0.006145582,Trade open
1045,87328.0,[0.13054861],-0.0037835517,Trade open
1046,87535.55,[0.13184589],-0.0027085193,Trade open
1047,87630.01,[0.12789801],-0.0022603152,Trade open
1048,87669.39,[0.12712902],-0.0015477762,Trade open
1049,87732.0,[0.1275819],-0.002743195,Trade closed
1050,87626.96,[0.12878475],0.0,Trade initiated
1051,87626.96,[0.12697063],0.0072147995,Trade open
1052,88259.17,[0.13625121],0.017403854,Trade open
1053,89152.01,[0.14267461],0.024684986,Trade open
1054,89790.03,[0.14500144],0.044290468,Trade open
1055,91508.0,[0.14366344],0.047355752,Trade open
1056,91776.6,[0.13616508],0.056067754,Trade open
1057,92540.01,[0.13026452],0.05999304,Trade open
1058,92883.97,[0.12547117],0.052826654,Trade open
1059,92256.0,[0.12694679],0.05230402,Trade open
1060,92210.2,[0.12497384],0.05240289,Trade open
1061,92218.87,[0.12502939],0.057167318,Trade open
1062,92636.36,[0.1238738],0.059308678,Trade open
1063,92824.0,[0.12311071],0.04034726,Trade open
1064,91162.47,[0.11946744],0.029289465,Trade open
1065,90193.51,[0.12179429],0.033426233,Trade open
1066,90556.0,[0.12659878],0.023566162,Trade open
1067,89691.99,[0.12249433],0.013224116,Trade open
1068,88785.75,[0.10770878],0.010417028,Trade open
1069,88539.77,[0.10744277],0.022005927,Trade open
1070,89555.27,[0.11851095],0.023830066,Trade closed
1071,89715.12,[0.12914282],0.0,Trade initiated
1072,89715.12,[0.12422922],0.005476014,Trade open
1073,90206.4,[0.12772672],0.007357578,Trade open
1074,90375.2,[0.13069049],0.003576599,Trade open
1075,90035.99,[0.12824014],0.0043450035,Trade open
1076,90104.93,[0.12787984],-0.00016850213,Trade open
1077,89700.0,[0.12688898],0.007321961,Trade open
1078,90372.01,[0.12757169],0.0025958905,Trade open
1079,89948.01,[0.1286162],0.004334728,Trade open
1080,90104.01,[0.12821512],0.0020766254,Trade open
1081,89901.42,[0.12699717],0.0024734545,Trade open
1082,89937.02,[0.12699044],-0.00043645097,Trade open
1083,89675.96,[0.12443585],0.0045574815,Trade open
1084,90123.99,[0.12331649],0.0016355591,Trade open
1085,89861.85,[0.12302459],0.0026985593,Trade open
1086,89957.22,[0.12188504],0.003063952,Trade open
1087,89990.0,[0.12859955],-0.0046193963,Trade open
1088,89300.69,[0.10578392],0.0005891043,Trade open
1089,89767.97,[0.11084265],0.011751695,Trade open
1090,90769.42,[0.13357732],0.015623238,Trade open
1091,91116.76,[0.13954729],0.009398239,Trade closed
1092,90558.28,[0.12821268],0.0,Trade initiated
1093,90558.28,[0.13251878],0.001078984,Trade open
1094,90655.99,[0.13171642],0.0038729375,Trade open
1095,90909.01,[0.13260473],0.0060261604,Trade open
1096,91104.0,[0.13307993],0.006015118,Trade open
1097,91103.0,[0.13108677],0.007152593,Trade open
1098,91206.01,[0.13308279],0.010309141,Trade open
1099,91491.86,[0.13344544],0.0077807284,Trade open
1100,91262.89,[0.13136797],0.007562982,Trade open
1101,91243.17,[0.13204226],0.0040732576,Trade open
1102,90927.15,[0.12949115],0.002165905,Trade open
1103,90754.42,[0.1299712],0.008008396,Trade open
1104,91283.51,[0.13445042],-0.020299083,Trade open
1105,88720.03,[0.09681243],-0.015368815,Trade open
1106,89166.51,[0.09925483],-0.02882441,Trade open
1107,87947.99,[0.09956783],-0.02574585,Trade open
1108,88226.78,[0.10211807],-0.015017608,Trade open
1109,89198.31,[0.12149196],-0.021639984,Trade open
1110,88598.6,[0.11960553],-0.014564429,Trade open
1111,89239.35,[0.12631367],-0.013346981,Trade open
1112,89349.6,[0.12584597],-0.015975727,Trade closed
1113,89111.55,[0.12497987],0.0,Trade initiated
1114,89111.55,[0.12492671],0.0046461257,Trade open
1115,89525.57,[0.12830952],0.0039551025,Trade open
1116,89463.99,[0.1292321],-0.0076659536,Trade open
1117,88428.42,[0.11712133],-0.016820386,Trade open
1118,87612.66,[0.1095225],-0.011467194,Trade open
1119,88089.69,[0.11319028],-0.009923833,Trade open
1120,88227.22,[0.11865565],-0.01527913,Trade open
1121,87750.0,[0.11478249],-0.01651345,Trade open
1122,87640.01,[0.11286344],-0.018711362,Trade open
1123,87444.15,[0.11152996],-0.02004177,Trade open
1124,87325.59,[0.11083601],-0.010230769,Trade open
1125,88199.87,[0.12475295],-0.013929434,Trade open
1126,87870.27,[0.12292588],-0.016608046,Trade open
1127,87631.58,[0.12263161],-0.011362778,Trade open
1128,88098.99,[0.12627587],-0.012247729,Trade open
1129,88020.13,[0.12624034],-0.0083881,Trade open
1130,88364.07,[0.12874891],-0.009828447,Trade open
1131,88235.72,[0.1283244],-0.010024918,Trade open
1132,88218.21,[0.12919329],-0.01462826,Trade open
1133,87808.0,[0.12395626],-0.018594408,Trade closed
1134,87454.57,[0.11898845],0.0,Trade initiated
1135,87454.57,[0.11358255],0.0034924382,Trade open
1136,87760.0,[0.11966904],0.003080796,Trade open
1137,87724.0,[0.12239304],0.0057545057,Trade open
1138,87957.83,[0.12676068],0.008325484,Trade open
1139,88182.67,[0.12706554],0.00905086,Trade open
1140,88246.11,[0.12970383],0.001800131,Trade open
1141,87612.0,[0.1216936],0.0017964684,Trade open
1142,87611.68,[0.1151133],0.0071853376,Trade open
1143,88082.96,[0.12876853],0.019821005,Trade open
1144,89188.01,[0.13609332],0.019912302,Trade open
1145,89195.99,[0.13713194],0.021775503,Trade open
1146,89358.94,[0.136905],0.021725297,Trade open
1147,89354.55,[0.13459471],0.021299183,Trade open
1148,89317.28,[0.13201684],0.026147058,Trade open
1149,89741.25,[0.1347598],0.032355282,Trade open
1150,90284.19,[0.13972887],0.026291061,Trade open
1151,89753.84,[0.1332624],0.024530325,Trade open
1152,89599.86,[0.1301401],0.030798044,Trade open
1153,90148.0,[0.13364568],0.021383692,Trade open
1154,89324.67,[0.12447728],0.018905887,Trade closed
1155,89107.98,[0.12952551],0.0,Trade initiated
1156,89107.98,[0.1266431],-0.009792544,Trade open
1157,88235.38,[0.11285281],-0.007435589,Trade open
1158,88445.41,[0.11500534],0.005891904,Trade open
1159,89632.99,[0.12964018],0.0030077624,Trade open
1160,89375.99,[0.12814932],0.0050744265,Trade open
1161,89560.15,[0.12814122],0.0042294194,Trade open
1162,89484.85,[0.12713215],0.0074069197,Trade open
1163,89767.99,[0.128536],0.0031424304,Trade open
1164,89387.99,[0.12769748],0.0068251994,Trade open
1165,89716.16,[0.12904954],0.014251407,Trade open
1166,90377.89,[0.13806188],0.020161547,Trade open
1167,90904.53,[0.14402452],0.026260275,Trade open
1168,91447.98,[0.14577575],0.02450468,Trade open
1169,91291.54,[0.14163549],0.028850444,Trade open
1170,91678.78,[0.13861772],0.023519745,Trade open
1171,91203.77,[0.13371512],0.023567177,Trade open
1172,91208.0,[0.13215667],0.024009582,Trade open
1173,91247.42,[0.13078354],0.021592835,Trade open
1174,91032.07,[0.13143201],0.01965128,Trade open
1175,90859.06,[0.13057001],0.021232931,Trade closed
1176,91000.0,[0.13746153],0.0,Trade initiated
1177,91000.0,[0.13127297],0.0036631182,Trade open
1178,91333.34,[0.13243154],0.0027394402,Trade open
1179,91249.29,[0.13176037],0.0068439217,Trade open
1180,91622.8,[0.13618244],0.004456473,Trade open
1181,91405.54,[0.13312967],0.003912088,Trade open
1182,91356.0,[0.1309168],0.0027695743,Trade open
1183,91252.03,[0.13140374],0.0018815247,Trade open
1184,91171.22,[0.13079089],0.0029635988,Trade open
1185,91269.69,[0.1306759],0.006102507,Trade open
1186,91555.33,[0.13591377],0.0038499313,Trade open
1187,91350.34,[0.13048433],0.0040841345,Trade open
1188,91371.66,[0.12945466],0.00210989,Trade open
1189,91192.0,[0.12807372],0.003517943,Trade open
1190,91320.13,[0.12914811],0.0012915522,Trade open
1191,91117.53,[0.12683006],0.0024722698,Trade open
1192,91224.98,[0.12975472],0.004681061,Trade open
1193,91425.98,[0.12971824],0.002771978,Trade open
1194,91252.25,[0.12797906],0.002585079,Trade open
1195,91235.24,[0.12942585],0.004658568,Trade open
1196,91423.93,[0.13108762],0.0043288977,Trade closed
1197,91393.93,[0.13532181],0.0,Trade initiated
1198,91393.93,[0.13120492],-0.001903077,Trade open
1199,91220.0,[0.12731548],-0.0024535786,Trade open
1200,91169.69,[0.1229253],-0.0063750474,Trade open
1201,90811.29,[0.10314281],-0.0054619326,Trade open
1202,90894.74,[0.10720871],-0.005097354,Trade open
1203,90928.06,[0.12155285],-0.006980086,Trade open
1204,90755.99,[0.11150714],-0.0037815354,Trade open
1205,91048.32,[0.12474992],-0.0046603717,Trade open
1206,90968.0,[0.12512937],-0.011312893,Trade open
1207,90360.0,[0.10463493],-0.009549065,Trade open
1208,90521.2,[0.10635131],-0.007811822,Trade open
1209,90679.98,[0.11501204],-0.008548503,Trade open
1210,90612.65,[0.12100562],-0.0060389335,Trade open
1211,90842.01,[0.12682453],-0.005360295,Trade open
1212,90904.03,[0.12975575],-0.0022531243,Trade open
1213,91188.01,[0.13328932],-0.000994493,Trade open
1214,91303.04,[0.13317491],-0.0043040845,Trade open
1215,91000.56,[0.13072531],-0.0032134245,Trade open
1216,91100.24,[0.13238846],-0.0071205324,Trade open
1217,90743.16,[0.1267166],-0.007023682,Trade closed
1218,90752.01,[0.12921143],0.0,Trade initiated
1219,90752.01,[0.12618506],0.0031664243,Trade open
1220,91039.37,[0.12981652],0.002661012,Trade open
1221,90993.5,[0.13028713],0.0013948556,Trade open
1222,90878.59,[0.13007055],-0.004667855,Trade open
1223,90328.39,[0.10527977],-0.0022234356,Trade open
1224,90550.23,[0.10988269],-0.0018190886,Trade open
1225,90586.92,[0.11179736],0.00059192907,Trade open
1226,90805.73,[0.12656258],0.00061698013,Trade open
1227,90808.0,[0.12788029],-0.0008372749,Trade open
1228,90676.02,[0.12521517],-0.005281047,Trade open
1229,90272.74,[0.10537043],-0.011211701,Trade open
1230,89734.52,[0.09800418],-0.008021861,Trade open
1231,90024.01,[0.10587683],-0.008154262,Trade open
1232,90011.99,[0.10799755],-0.0055552316,Trade open
1233,90247.86,[0.11507507],-0.0036115765,Trade open
1234,90424.25,[0.1266022],-0.0019394371,Trade open
1235,90576.0,[0.12982252],-0.00126564,Trade open
1236,90637.15,[0.13121486],-0.003105992,Trade open
1237,90470.13,[0.13085003],-0.0021158278,Trade open
1238,90559.99,[0.13150483],-0.0011743025,Trade closed
1239,90645.44,[0.12772053],0.0,Trade initiated
1240,90645.44,[0.1301144],-0.0015078497,Trade open
1241,90508.76,[0.13117158],-0.0010440749,Trade open
1242,90550.8,[0.13092913],-0.00041309648,Trade open
1243,90607.99,[0.12983015],0.0037472583,Trade open
1244,90985.11,[0.13120013],0.0054116244,Trade open
1245,91135.98,[0.13914412],0.007168642,Trade open
1246,91295.24,[0.13963321],0.005411883,Trade open
1247,91136.0,[0.13372472],0.0045293234,Trade open
1248,91056.0,[0.12912053],0.00083196757,Trade open
1249,90720.85,[0.12990332],0.0004274898,Trade open
1250,90684.19,[0.12720893],0.0021858863,Trade open
1251,90843.58,[0.13177295],0.0048015895,Trade open
1252,91080.68,[0.12997675],0.001092426,Trade open
1253,90744.46,[0.12978081],-0.0015602516,Trade open
1254,90504.01,[0.11975615],-0.0060686315,Trade open
1255,90095.34,[0.1079098],-0.003690547,Trade open
1256,90310.91,[0.10952181],-0.003016561,Trade open
1257,90372.0,[0.11948602],-0.0042520585,Trade open
1258,90260.01,[0.11953764],-0.003443189,Trade open
1259,90333.33,[0.12047698],-0.0021900234,Trade closed
1260,90446.92,[0.1295927],0.0,Trade initiated
1261,90446.92,[0.12502381],0.00011859511,Trade open
1262,90457.65,[0.12620741],0.0014564827,Trade open
1263,90578.66,[0.1309606],-0.004440277,Trade open
1264,90045.31,[0.11203526],-0.005648859,Trade open
1265,89936.0,[0.10668994],-0.0060749548,Trade open
1266,89897.46,[0.10480022],-0.0044547883,Trade open
1267,90044.0,[0.11339596],-0.008479334,Trade open
1268,89679.99,[0.10342082],-0.008965721,Trade open
1269,89636.0,[0.10295357],-0.008932898,Trade open
1270,89638.97,[0.10207167],-0.014471972,Trade open
1271,89137.98,[0.09546131],-0.010249105,Trade open
1272,89519.92,[0.10628787],-0.009850218,Trade open
1273,89556.0,[0.11078115],-0.008656061,Trade open
1274,89664.01,[0.11522987],-0.0065334416,Trade open
1275,89855.99,[0.12359826],-0.005786284,Trade open
1276,89923.57,[0.12624803],-0.0056046336,Trade open
1277,89940.0,[0.12890363],0.001390059,Trade open
1278,90572.65,[0.13361783],0.0033240318,Trade open
1279,90747.57,[0.14022042],0.00023926326,Trade open
1280,90468.56,[0.13081546],0.00051929627,Trade closed
1281,90493.89,[0.13073082],0.0,Trade initiated
1282,90493.89,[0.1302379],-0.001438374,Trade open
1283,90363.73,[0.13211995],0.001930379,Trade open
1284,90668.58,[0.13152795],0.0005978477,Trade open
1285,90547.99,[0.12963381],-0.0005811856,Trade open
1286,90441.3,[0.13080242],0.0034859916,Trade open
1287,90809.35,[0.1294316],0.0013461717,Trade open
1288,90615.71,[0.1274757],0.005011388,Trade open
1289,90947.39,[0.13268626],0.01732662,Trade open
1290,92061.84,[0.1469812],0.011294702,Trade open
1291,91515.99,[0.13930489],0.0135479625,Trade open
1292,91719.9,[0.13919139],0.01540565,Trade open
1293,91888.01,[0.13851202],0.014550361,Trade open
1294,91810.61,[0.13447925],0.017792465,Trade open
1295,92104.0,[0.13495058],0.013445227,Trade open
1296,91710.6,[0.12879924],0.015677337,Trade open
1297,91912.59,[0.12928288],0.01409522,Trade open
1298,91769.42,[0.12714137],0.0051723104,Trade open
1299,90961.95,[0.12546195],-0.0024173765,Trade open
1300,90275.13,[0.10856938],0.0012168466,Trade open
1301,90604.01,[0.11263821],0.00025683708,Trade closed
1302,90517.13,[0.1229189],0.0,Trade initiated
1303,90517.13,[0.11680043],-0.009165737,Trade open
1304,89687.48,[0.10358],-0.011212311,Trade open
1305,89502.23,[0.10318486],-0.0015790346,Trade open
1306,90374.2,[0.12305635],-0.002310336,Trade open
1307,90308.01,[0.1262963],0.0012469152,Trade open
1308,90630.0,[0.12950847],0.0198015,Trade open
1309,92309.51,[0.1312273],0.015891243,Trade open
1310,91955.56,[0.13139433],0.00978803,Trade open
1311,91403.12,[0.12749459],0.014708196,Trade open
1312,91848.48,[0.13075182],0.011572999,Trade open
1313,91564.69,[0.1303896],0.005997397,Trade open
1314,91060.0,[0.12801339],-0.0017713325,Trade open
1315,90356.8,[0.1232442],-0.0074369553,Trade open
1316,89843.96,[0.11474961],0.0010067155,Trade open
1317,90608.26,[0.12568672],0.0132424,Trade open
1318,91715.8,[0.12941432],0.01056473,Trade open
1319,91473.42,[0.12858501],0.01253958,Trade open
1320,91652.18,[0.12844516],0.00838731,Trade open
1321,91276.33,[0.1300841],0.008287796,Trade open
1322,91267.32,[0.13093445],0.0069698477,Trade closed
1323,91148.02,[0.13063876],0.0,Trade initiated
1324,91148.02,[0.13005538],-0.009874306,Trade open
1325,90248.0,[0.11877894],-0.0075036767,Trade open
1326,90464.08,[0.12214576],-0.0062432787,Trade open
1327,90578.96,[0.12436584],-0.0011529152,Trade open
1328,91042.94,[0.13098808],-0.001854384,Trade open
1329,90979.0,[0.13155745],-0.004758914,Trade open
1330,90714.26,[0.1278315],-5.6741494e-05,Trade open
1331,91142.85,[0.13167572],0.00096520537,Trade open
1332,91236.0,[0.13207895],0.0022154895,Trade open
1333,91349.96,[0.12973782],0.003071669,Trade open
1334,91428.0,[0.13015401],0.005274045,Trade open
1335,91628.74,[0.13036531],0.0041687856,Trade open
1336,91528.0,[0.1300241],0.002215061,Trade open
1337,91349.92,[0.12732816],0.007997722,Trade open
1338,91877.0,[0.13126513],0.008469482,Trade open
1339,91920.0,[0.13246539],0.008898557,Trade open
1340,91959.11,[0.13268118],0.00750402,Trade open
1341,91832.0,[0.13147911],0.0051782182,Trade open
1342,91620.01,[0.1289954],0.005313044,Trade open
1343,91632.3,[0.13174011],0.0069444044,Trade closed
1344,91780.99,[0.13423616],0.0,Trade initiated
1345,91780.99,[0.1333003],-0.00606871,Trade open
1346,91224.0,[0.12432747],-0.00094365265,Trade open
1347,91694.38,[0.12824365],-0.00038483253,Trade open
1348,91745.67,[0.13183454],-0.00032924846,Trade open
1349,91750.77,[0.13155963],-0.0027549448,Trade open
1350,91528.14,[0.12820506],-0.0014051793,Trade open
1351,91652.02,[0.12922405],0.006744401,Trade open
1352,92400.0,[0.14210963],0.00748521,Trade open
1353,92467.99,[0.14212161],0.004307724,Trade open
1354,92176.36,[0.1366271],-0.0069590765,Trade open
1355,91142.28,[0.1175386],-0.0026257308,Trade open
1356,91540.0,[0.12328427],0.00046859172,Trade open
1357,91824.0,[0.13144211],-0.0014054347,Trade open
1358,91652.0,[0.1305618],0.006657152,Trade open
1359,92391.99,[0.1323533],0.008378811,Trade open
1360,92550.01,[0.13364875],0.00842001,Trade open
1361,92553.79,[0.13217638],0.011538507,Trade open
1362,92840.01,[0.1342891],0.01168832,Trade open
1363,92853.76,[0.13554019],0.020510612,Trade open
1364,93663.48,[0.14418934],0.020321814,Trade closed
1365,93646.15,[0.14755698],0.0,Trade initiated
1366,93646.15,[0.14458469],-0.00045008192,Trade open
1367,93604.0,[0.13757671],-0.0044666147,Trade open
1368,93227.87,[0.13255769],-0.0055490634,Trade open
1369,93126.5,[0.13117287],-0.012687638,Trade open
1370,92458.0,[0.12650311],-0.015442774,Trade open
1371,92199.99,[0.12316681],-0.015476644,Trade open
1372,92196.82,[0.12182177],-0.018402051,Trade open
1373,91922.87,[0.11598943],-0.019434445,Trade open
1374,91826.19,[0.10906398],-0.017002419,Trade open
1375,92053.94,[0.11884083],-0.01425963,Trade open
1376,92310.79,[0.12629272],-0.017119631,Trade open
1377,92042.96,[0.12417597],-0.017106533,Trade open
1378,92044.19,[0.12427477],-0.01888225,Trade open
1379,91877.9,[0.12079351],-0.017826246,Trade open
1380,91976.79,[0.12297831],-0.017980501,Trade open
1381,91962.34,[0.11936201],-0.02026937,Trade open
1382,91748.0,[0.11464997],-0.020316422,Trade open
1383,91743.59,[0.11058412],-0.017151333,Trade open
1384,92039.99,[0.12757863],-0.015977615,Trade open
1385,92149.91,[0.13150756],-0.01628404,Trade closed
1386,92121.21,[0.12370551],0.0,Trade initiated
1387,92121.21,[0.1308824],0.0033435908,Trade open
1388,92429.23,[0.13159],0.0041712197,Trade open
1389,92505.47,[0.13220544],0.0047953124,Trade open
1390,92562.96,[0.1341788],0.0027327277,Trade open
1391,92372.95,[0.13027357],0.0060507916,Trade open
1392,92678.62,[0.13237475],0.0079153525,Trade open
1393,92850.38,[0.13485347],0.009539572,Trade open
1394,93000.01,[0.13588418],0.011710539,Trade open
1395,93200.0,[0.13814472],0.012755104,Trade open
1396,93296.23,[0.13911077],0.010625098,Trade open
1397,93100.01,[0.13246499],0.013366391,Trade open
1398,93352.54,[0.1350853],0.012562677,Trade open
1399,93278.5,[0.13440187],0.011728688,Trade open
1400,93201.67,[0.1342092],0.014474815,Trade open
1401,93454.65,[0.1350424],0.016548425,Trade open
1402,93645.67,[0.13569996],0.015313978,Trade open
1403,93531.95,[0.1343923],0.023320753,Trade open
1404,94269.55,[0.14501049],0.024551043,Trade open
1405,94382.88,[0.14618951],0.025295222,Trade open
1406,94451.44,[0.14228806],0.02720541,Trade closed
1407,94627.41,[0.14117259],0.0,Trade initiated
1408,94627.41,[0.13713957],-0.00087283115,Trade open
1409,94544.81,[0.13513508],0.0011895339,Trade open
1410,94739.97,[0.13619292],-0.011242119,Trade open
1411,93563.59,[0.12607673],-0.0061230278,Trade open
1412,94048.0,[0.13045587],-0.006175206,Trade open
1413,94043.06,[0.13137032],-0.00751434,Trade open
1414,93916.34,[0.1298452],-0.007375638,Trade open
1415,93929.47,[0.12889768],-0.009969694,Trade open
1416,93684.0,[0.12218884],-0.013140105,Trade open
1417,93383.99,[0.1140012],-0.0066302805,Trade open
1418,94000.0,[0.12801133],-0.0046013524,Trade open
1419,94191.99,[0.13226025],-0.0037559315,Trade open
1420,94271.99,[0.13294224],-0.0050239805,Trade open
1421,94152.0,[0.13412389],-0.0027633049,Trade open
1422,94365.92,[0.13411425],-0.0048785913,Trade open
1423,94165.76,[0.13294847],-0.004933659,Trade open
1424,94160.55,[0.1318478],-0.0070543946,Trade open
1425,93959.87,[0.12788533],-0.003601956,Trade open
1426,94286.56,[0.1320671],0.0020344595,Trade open
1427,94819.92,[0.13696973],0.0008687031,Trade closed
1428,94709.61,[0.13819201],0.0,Trade initiated
1429,94709.61,[0.13607936],0.0020102568,Trade open
1430,94900.0,[0.13594338],-7.514747e-05,Trade open
1431,94702.49,[0.13225819],-0.005465308,Trade open
1432,94191.99,[0.12869903],-0.003225402,Trade open
1433,94404.13,[0.12870356],0.01037266,Trade open
1434,95692.0,[0.14133444],0.011493108,Trade open
1435,95798.12,[0.14442037],0.018444786,Trade open
1436,96456.51,[0.14765005],0.030035065,Trade open
1437,97554.22,[0.14400667],0.031119466,Trade open
1438,97656.92,[0.13894777],0.027646516,Trade open
1439,97328.0,[0.13506897],0.025244683,Trade open
1440,97100.52,[0.13215043],0.024225779,Trade open
1441,97004.02,[0.13112153],0.025525227,Trade open
1442,97127.09,[0.13084622],0.023254223,Trade open
1443,96912.01,[0.130107],0.022916678,Trade open
1444,96880.04,[0.1314593],0.025323542,Trade open
1445,97107.99,[0.13060197],0.02866014,Trade open
1446,97424.0,[0.13199861],0.030658271,Trade open
1447,97613.24,[0.1333404],0.029737117,Trade open
1448,97526.0,[0.1327131],0.03216559,Trade closed
1449,97756.0,[0.1415495],0.0,Trade initiated
1450,97756.0,[0.13663092],0.0027005216,Trade open
1451,98019.99,[0.14184394],0.0022401917,Trade open
1452,97974.99,[0.13799326],0.0019846128,Trade open
1453,97950.01,[0.13630441],-0.0044812625,Trade open
1454,97317.93,[0.13104217],-0.0064845765,Trade open
1455,97122.09,[0.13229577],-0.0024959305,Trade open
1456,97512.01,[0.13204466],-0.0049101845,Trade open
1457,97276.0,[0.13298905],-0.0072951084,Trade open
1458,97042.86,[0.129511],-0.016367283,Trade open
1459,96156.0,[0.10510179],-0.011088833,Trade open
1460,96672.0,[0.1076736],-0.006219647,Trade open
1461,97147.99,[0.12667523],-0.006219647,Trade open
1462,97147.99,[0.12892637],-0.0014481208,Trade open
1463,97614.44,[0.13360806],0.0029936621,Trade open
1464,98048.65,[0.1346804],0.005883191,Trade open
1465,98331.12,[0.13539654],0.005360365,Trade open
1466,98280.01,[0.1354929],0.009650383,Trade open
1467,98699.38,[0.14138135],0.00075522857,Trade open
1468,97829.83,[0.13144095],0.0082541285,Trade open
1469,98562.89,[0.1320442],0.003704696,Trade closed
1470,98118.16,[0.13191739],0.0,Trade initiated
1471,98118.16,[0.13234678],-0.0017138934,Trade open
1472,97949.99,[0.13299388],-0.0014712809,Trade open
1473,97973.8,[0.13344774],0.0007319778,Trade open
1474,98189.98,[0.13235472],0.0024240543,Trade open
1475,98356.0,[0.13129537],0.0026276514,Trade open
1476,98375.98,[0.13093321],0.0020277689,Trade open
1477,98317.12,[0.12997511],0.003183104,Trade open
1478,98430.48,[0.13247041],-0.0013309049,Trade open
1479,97987.57,[0.13100345],0.0026046403,Trade open
1480,98373.72,[0.13433795],-0.00037255784,Trade open
1481,98081.6,[0.13081975],0.0022370191,Trade open
1482,98337.65,[0.13404305],0.0050888103,Trade open
1483,98617.46,[0.1340739],0.005481672,Trade open
1484,98656.01,[0.14018057],0.007321211,Trade open
1485,98836.5,[0.13333066],0.007672908,Trade open
1486,98871.01,[0.13524954],0.006920785,Trade open
1487,98797.21,[0.13349077],0.008431639,Trade open
1488,98945.45,[0.13197796],0.006857166,Trade open
1489,98790.97,[0.13018817],0.006602371,Trade open
1490,98765.97,[0.13195497],0.00898749,Trade closed
1491,98999.99,[0.13501576],0.0,Trade initiated
1492,98999.99,[0.13425511],0.0023514049,Trade open
1493,99232.78,[0.1349894],0.0017546561,Trade open
1494,99173.7,[0.13587648],0.0014015941,Trade open
1495,99138.75,[0.13412145],-0.0018606378,Trade open
1496,98815.79,[0.13334136],-0.005364347,Trade open
1497,98468.92,[0.11867976],-0.0030100222,Trade open
1498,98702.0,[0.12564538],-0.006356061,Trade open
1499,98370.74,[0.11523893],-0.0060605276,Trade open
1500,98400.0,[0.11847467],-0.002915641,Trade open
1501,98711.34,[0.12708865],-0.0013091858,Trade open
1502,98870.38,[0.13300231],-0.002973564,Trade open
1503,98705.61,[0.12855731],-0.0038278096,Trade open
1504,98621.04,[0.1273326],-0.014178742,Trade open
1505,97596.3,[0.10235349],-0.012489427,Trade open
1506,97763.54,[0.10432778],-0.013494792,Trade open
1507,97664.01,[0.10657755],-0.017212044,Trade open
1508,97296.0,[0.10181248],-0.0071479646,Trade open
1509,98292.34,[0.12358891],-0.0033938608,Trade open
1510,98664.0,[0.13023211],-0.0049661463,Trade open
