Step,Price,Predicted Signal,Step Return,Trade Status
109,131.55,0.22496379911899567,-0.00845598429441452,Trade open
110,131.33,0.22564442455768585,-0.008833508007228374,Trade open
111,131.28,0.2244657427072525,-0.0055114817805588245,Trade open
112,131.72,0.22745881974697113,-0.001811930793337524,Trade open
113,132.21,0.22754107415676117,-0.002642437582835555,Trade open
114,132.1,0.21987539529800415,-0.010418947786092758,Trade open
115,131.07,0.21953478455543518,-0.008229493163526058,Trade open
116,131.36,0.2206219583749771,-0.017343462475647282,Trade open
117,129.64,0.2219332903623581,0.0,No trade
118,129.64,0.2131514698266983,0.0011570032220333815,Trade open
119,129.79,0.2157357931137085,0.002699831034988165,Trade open
120,129.99,0.2103627324104309,0.011416196823120117,Trade open
121,131.12,0.22225362062454224,0.017047259956598282,Trade open
122,131.85,0.20822203159332275,0.019229087461086498,Trade open
123,133.13,0.21948590874671936,0.0,No trade
124,133.13,0.22025440633296967,0.009539464488625526,Trade open
125,134.4,0.23012596368789673,0.010215583257377148,Trade open
126,134.49,0.22881576418876648,0.011868111789226532,Trade open
127,134.71,0.22553402185440063,0.008487866260111332,Trade open
128,134.26,0.2224988490343094,0.006534928921610117,Trade open
129,134.0,0.21635189652442932,0.001577341347001493,Trade open
130,133.34,0.20935752987861633,-0.00030052236979827285,Trade open
131,133.09,0.21174152195453644,0.002929462818428874,Trade open
132,133.52,0.2091599702835083,0.0009013378876261413,Trade open
133,133.25,0.2095140963792801,-0.00015026118489913642,Trade open
134,133.11,0.20792286098003387,-0.0008262646151706576,Trade open
135,133.02,0.21681615710258484,-7.518789789173752e-05,Trade open
136,133.12,0.2176775187253952,0.009389318525791168,Trade open
137,134.38,0.21473054587841034,0.007135859224945307,Trade open
138,134.08,0.21130037307739258,0.0033801316749304533,Trade open
139,133.58,0.22357754409313202,-0.0016525292303413153,Trade open
140,132.91,0.2159920632839203,-0.010156563939573227,Trade open
141,131.23,0.23581629991531372,0.0,No trade
142,131.23,0.2247822880744934,0.0016002950724214315,Trade open
143,131.44,0.23204989731311798,0.006858258042484522,Trade open
144,132.13,0.21263736486434937,0.016916872933506966,Trade open
145,133.45,0.21802109479904175,0.0202806138985562,Trade open
146,134.89,0.22397878766059875,0.0,No trade
147,134.89,0.21792659163475037,-0.0022240569815039635,Trade open
148,134.59,0.21613311767578125,0.0016309675993397832,Trade open
149,135.11,0.21805617213249207,0.0037808178458362818,Trade open
150,135.4,0.2199147641658783,0.0017792682629078627,Trade open
151,135.13,0.21525004506111145,-0.004670508671551943,Trade open
152,134.26,0.2118065506219864,-0.010521798673178772,Trade open
153,132.81,0.21310459077358246,0.0,No trade
154,132.81,0.2040812075138092,0.0007530013099312782,Trade open
155,132.91,0.2035125344991684,0.012348463758826256,Trade open
156,134.45,0.21818973124027252,0.015812108293175697,Trade open
157,134.91,0.22048060595989227,0.00858368631452322,Trade open
158,133.95,0.2155141830444336,0.012950841337442398,Trade open
159,134.53,0.2176513373851776,0.013327342458069324,Trade open
160,134.58,0.21819046139717102,0.004969533067196608,Trade open
161,133.47,0.20752231776714325,0.015360353514552116,Trade open
162,134.85,0.2194826602935791,0.015209730714559555,Trade open
163,134.83,0.21848559379577637,0.012574341148138046,Trade open
164,134.48,0.20995093882083893,0.010767321102321148,Trade open
165,134.24,0.2067384570837021,0.02048039436340332,Trade open
166,135.53,0.2163017988204956,0.01679087243974209,Trade open
167,135.04,0.21179452538490295,0.017317995429039,Trade open
168,135.11,0.21323098242282867,0.018823884427547455,Trade open
169,135.31,0.21267515420913696,0.012875587679445744,Trade open
170,134.52,0.2069336622953415,0.012800218537449837,Trade open
171,134.51,0.20946434140205383,0.01167083065956831,Trade open
172,134.36,0.2140919715166092,0.007981308735907078,Trade open
173,133.87,0.21210968494415283,0.005044787190854549,Trade open
174,133.48,0.21138523519039154,0.01046607457101345,Trade open
175,134.2,0.20991180837154388,0.010164943523705006,Trade open
176,134.16,0.20848391950130463,0.011746085248887539,Trade open
177,134.37,0.20619024336338043,0.01167083065956831,Trade open
178,134.36,0.20762738585472107,0.015812108293175697,Trade open
179,134.91,0.21869179606437683,0.018673261627554893,Trade open
180,135.29,0.21442250907421112,0.015059106983244419,Trade open
181,134.81,0.21638882160186768,0.014532098546624184,Trade open
182,134.74,0.21185187995433807,0.014456729404628277,Trade open
183,134.73,0.211282417178154,0.013026095926761627,Trade open
184,134.54,0.214122012257576,0.007981308735907078,Trade open
185,133.87,0.2047337293624878,0.0075295534916222095,Trade open
186,133.81,0.205287903547287,0.010993198491632938,Trade open
187,134.27,0.20579615235328674,0.011369699612259865,Trade open
188,134.32,0.2087228149175644,0.015962617471814156,Trade open
189,134.93,0.20908333361148834,0.013026095926761627,Trade open
190,134.54,0.20498186349868774,0.013252087868750095,Trade open
191,134.57,0.2147262692451477,0.009487311355769634,Trade open
192,134.07,0.21000586450099945,0.0038401458878070116,Trade open
193,133.32,0.2193305790424347,-0.0015058877179399133,Trade open
194,132.61,0.2397862672805786,0.0007530013099312782,Trade open
195,132.91,0.22908279299736023,0.0033882760908454657,Trade open
196,133.26,0.21093504130840302,0.0045930324122309685,Trade open
197,133.42,0.20693200826644897,0.0058730426244437695,Trade open
198,133.59,0.20453442633152008,0.00835780892521143,Trade open
199,133.92,0.205919086933136,0.01001431979238987,Trade open
200,134.14,0.20871472358703613,0.008960187435150146,Trade open
201,134.0,0.2071879506111145,0.011595577001571655,Trade open
202,134.35,0.205473393201828,0.010541443713009357,Trade open
203,134.21,0.20423975586891174,0.008056677877902985,Trade open
204,133.88,0.20220284163951874,0.009637819603085518,Trade open
205,134.09,0.21451102197170258,0.008056677877902985,Trade open
206,133.88,0.209392249584198,0.010993198491632938,Trade open
207,134.27,0.2059049904346466,0.010164943523705006,Trade open
208,134.16,0.20496970415115356,0.00835780892521143,Trade open
209,133.92,0.2056090086698532,0.00609892001375556,Trade open
210,133.62,0.20953617990016937,0.009261318482458591,Trade open
211,134.04,0.210553839802742,0.007378930225968361,Trade open
212,133.79,0.2125644087791443,0.010164943523705006,Trade open
213,134.16,0.21461693942546844,0.014456729404628277,Trade open
214,134.73,0.22057640552520752,0.015887362882494926,Trade open
215,134.92,0.22318986058235168,0.02093213375975834,Trade open
216,137.79,0.26019522547721863,0.0,No trade
217,137.79,0.2558427155017853,-0.002394851529970765,Trade open
218,137.46,0.24960508942604065,0.0066042798571288586,Trade open
219,138.7,0.2522103190422058,0.0074752457439899445,Trade open
220,138.82,0.24848413467407227,0.009507314302027225,Trade open
221,139.1,0.24734704196453094,0.004064248874783516,Trade open
222,138.35,0.2311638742685318,0.006894638761878014,Trade open
223,138.74,0.2299371063709259,0.00457221083343029,Trade open
224,138.42,0.2225533425807953,0.0029030349105596542,Trade open
225,138.19,0.2176537662744522,0.003120748559013009,Trade open
226,138.22,0.222695454955101,0.007112352177500725,Trade open
227,138.77,0.22489804029464722,0.007039707154035568,Trade open
228,138.76,0.22363623976707458,0.007983207702636719,Trade open
229,138.89,0.2255779653787613,0.009507314302027225,Trade open
230,139.1,0.2298237681388855,0.011539383791387081,Trade open
231,139.38,0.23739197850227356,0.011466738767921925,Trade open
232,139.37,0.23719029128551483,0.012337704189121723,Trade open
233,139.49,0.2380971610546112,0.009071776643395424,Trade open
234,139.04,0.21883021295070648,0.010087810456752777,Trade open
235,139.18,0.22168521583080292,0.007112352177500725,Trade open
236,138.77,0.2230813205242157,0.009870097041130066,Trade open
237,139.15,0.22874754667282104,0.007330066058784723,Trade open
238,138.8,0.23025202751159668,0.012265059165656567,Trade open
239,139.48,0.23023471236228943,0.012918311171233654,Trade open
240,139.57,0.2282780110836029,0.013861700892448425,Trade open
241,139.7,0.22830522060394287,0.013281093910336494,Trade open
242,139.62,0.22881248593330383,0.014711847626936487,Trade open
243,139.98,0.2349197417497635,0.0,No trade
244,139.98,0.22984115779399872,-0.006041685464683991,Trade open
245,138.95,0.23126204311847687,0.0,No trade
246,138.95,0.22509168088436127,-0.004677897784858942,Trade open
247,138.3,0.21573057770729065,-0.005916838039783106,Trade open
248,137.97,0.22910217940807343,0.0,No trade
249,137.97,0.21981172263622284,0.00630568340420723,Trade open
250,138.84,0.22007577121257782,0.006740542594343424,Trade open
251,138.9,0.21466562151908875,0.005870823748409748,Trade open
252,138.78,0.21338780224323273,0.004493695218116045,Trade open
253,138.59,0.21724995970726013,0.0037689663004130125,Trade open
254,138.49,0.21504013240337372,0.005363524425774813,Trade open
255,138.71,0.2188742607831955,0.00420382572337985,Trade open
256,138.55,0.21537144482135773,0.005870823748409748,Trade open
257,138.78,0.20979027450084686,0.0071029625833034515,Trade open
258,138.95,0.21035358309745789,0.007610372267663479,Trade open
259,139.02,0.2104693204164505,0.007465382106602192,Trade open
260,139.0,0.21054311096668243,0.011627813280454926,Trade open
261,139.62,0.22214558720588684,0.0,No trade
262,139.62,0.22119642794132233,-0.0033662887290120125,Trade open
263,139.15,0.2087642252445221,0.0017905745189636946,Trade open
264,139.87,0.2224610149860382,0.007663711439818144,Trade open
265,140.69,0.24371977150440216,0.004870419390499592,Trade open
266,140.3,0.2334357053041458,0.010712783906982366,Trade open
267,141.2,0.24416759610176086,0.0,No trade
268,141.2,0.23956573009490967,0.0046034641563892365,Trade open
269,141.85,0.24453561007976532,0.0006373678334057331,Trade open
270,141.29,0.23547346889972687,0.0015580822946503758,Trade open
271,141.42,0.23359011113643646,-0.0021246676333248615,Trade open
272,140.9,0.21182072162628174,-0.0016996476333588362,Trade open
273,140.96,0.21365728974342346,-0.00021245595416985452,Trade open
274,141.17,0.21561433374881744,7.089069549692795e-05,Trade open
275,141.21,0.21513806283473969,-0.002266232855618,Trade open
276,140.88,0.21091526746749878,-0.003045273944735527,Trade open
277,140.77,0.21006318926811218,-0.004036771133542061,Trade open
278,140.63,0.20772205293178558,-0.005549381240285625,Trade open
279,139.89,0.22827336192131042,0.0,No trade
280,139.89,0.2178584337234497,-0.004932464566081762,Trade open
281,139.2,0.2377963364124298,-0.0020015640184283257,Trade open
282,139.61,0.2229054719209671,-0.0017871184973046184,Trade open
283,139.64,0.21666520833969116,-0.005075409876120099,Trade open
284,139.09,0.23446185886859894,0.0,No trade
285,139.09,0.22434204816818237,0.0017255409620702267,Trade open
286,139.33,0.22059878706932068,0.000790859223343432,Trade open
287,139.2,0.21497823297977448,0.001366039621643722,Trade open
288,139.28,0.21042586863040924,-0.005464048590511084,Trade open
289,138.33,0.23805709183216095,-0.00666576685605857,Trade open
290,137.03,0.2701493203639984,0.0,No trade
291,137.03,0.2586122453212738,-0.00474344240501523,Trade open
292,136.38,0.2715047597885132,0.0005108905024826527,Trade open
293,137.1,0.261071115732193,-0.0008027483709156513,Trade open
294,136.92,0.23994921147823334,0.0005108905024826527,Trade open
295,137.1,0.2424035668373108,0.0009487330098636448,Trade open
296,137.16,0.23009802401065826,0.00291902432218194,Trade open
297,137.43,0.20738258957862854,0.004013741854578257,Trade open
298,137.58,0.2059457004070282,-0.002481181873008609,Trade open
299,136.69,0.2206563949584961,-0.007021403728431635,Trade open
300,135.94,0.2536225914955139,0.0,No trade
301,135.94,0.24020333588123322,0.002795386826619506,Trade open
302,136.32,0.23228095471858978,0.007356186397373676,Trade open
303,136.94,0.2258196771144867,0.004707954823970795,Trade open
304,136.58,0.22244787216186523,0.0031631062738597393,Trade open
305,136.37,0.2268536239862442,0.004928631242364645,Trade open
306,136.61,0.22388680279254913,0.004045925103127956,Trade open
307,136.49,0.2277805507183075,0.004634433425962925,Trade open
308,136.57,0.21161942183971405,0.009268754161894321,Trade open
309,137.2,0.20480364561080933,0.01257907993707237,Trade open
310,137.86,0.21126194298267365,0.0,No trade
311,137.86,0.2085665464401245,-0.004352285526692867,Trade open
312,137.26,0.20110824704170227,-0.005647556064649184,Trade open
313,137.04,0.20900118350982666,0.0,No trade
314,137.04,0.20363108813762665,0.0034296647645533085,Trade open
315,137.51,0.20342767238616943,-0.0024079582653939724,Trade open
316,136.71,0.20621995627880096,-0.001897216308861971,Trade open
317,136.78,0.2089129239320755,0.0019702590070664883,Trade open
318,137.31,0.20170755684375763,0.005983707960695028,Trade open
319,137.86,0.20714494585990906,0.014490028166797368,Trade open
320,141.29,0.2521233558654785,0.0,No trade
321,141.29,0.24808406829833984,-0.0007076993933878839,Trade open
322,141.19,0.24932211637496948,-0.0015569819370284677,Trade open
323,141.07,0.23780086636543274,0.002831121673807502,Trade open
324,141.69,0.23692257702350616,-0.0009200200438499451,Trade open
325,141.16,0.22644509375095367,-0.0075730206444859505,Trade open
326,140.22,0.21704424917697906,-0.009559874219740612,Trade open
327,139.36,0.21829356253147125,0.0,No trade
328,139.36,0.21192273497581482,0.00021526103955693543,Trade open
329,139.39,0.21179597079753876,0.00265495921485126,Trade open
330,139.73,0.21056224405765533,0.012126883491873741,Trade open
331,141.05,0.21476908028125763,0.013561992906033993,Trade open
332,141.25,0.21612754464149475,0.010907034389674664,Trade open
333,140.88,0.21204723417758942,0.011050468310713768,Trade open
334,140.9,0.21127864718437195,0.010763490572571754,Trade open
335,140.86,0.21067297458648682,0.007749726064503193,Trade open
336,140.44,0.21019655466079712,0.005812267307192087,Trade open
337,140.17,0.2111855298280716,0.008036704733967781,Trade open
338,140.48,0.219828799366951,0.00896957516670227,Trade open
339,140.61,0.2203378975391388,0.006171071901917458,Trade open
340,140.22,0.20680315792560577,0.006171071901917458,Trade open
341,140.22,0.2122330665588379,0.0017221978632733226,Trade open
342,139.6,0.2167503535747528,0.00495122279971838,Trade open
343,140.05,0.22212253510951996,-0.003731373930349946,Trade open
344,138.84,0.22547565400600433,-0.00265495921485126,Trade open
345,138.99,0.21760934591293335,-0.003803091123700142,Trade open
346,138.83,0.210122749209404,-0.007534464821219444,Trade open
347,138.31,0.22233690321445465,-0.007749726064503193,Trade open
348,138.28,0.23348233103752136,-0.010076679253762441,Trade open
349,137.19,0.25418704748153687,0.0,No trade
350,137.19,0.2447098344564438,0.019316231831908226,Trade open
351,139.84,0.2158198207616806,0.018441569060087204,Trade open
352,139.72,0.21414847671985626,0.013995175249874592,Trade open
353,139.11,0.2049499750137329,0.008309639059007168,Trade open
354,138.33,0.20631636679172516,0.001311995554715395,Trade open
355,137.37,0.21766988933086395,-0.010126733818665662,Trade open
356,135.56,0.2637662887573242,0.0,No trade
357,135.56,0.25677740573883057,-0.0022130648139864206,Trade open
358,135.26,0.26660144329071045,-0.00597519613802433,Trade open
359,134.75,0.25834909081459045,-0.005827628541737795,Trade open
360,134.77,0.25507938861846924,-0.0027293828316032887,Trade open
361,135.19,0.24295014142990112,0.006712921895086765,Trade open
362,136.47,0.2083207666873932,0.010180030018091202,Trade open
363,136.94,0.2085200846195221,0.006934217177331448,Trade open
364,136.5,0.20736804604530334,0.01231925468891859,Trade open
365,137.23,0.21454232931137085,0.006712921895086765,Trade open
366,136.47,0.20891641080379486,0.008852146565914154,Trade open
367,136.76,0.207120880484581,0.004057266749441624,Trade open
368,136.11,0.20601975917816162,0.0038359714671969414,Trade open
369,136.08,0.20543281733989716,0.003467108588665724,Trade open
370,136.03,0.20356610417366028,0.007376807276159525,Trade open
371,136.56,0.20808716118335724,0.009368577040731907,Trade open
372,136.83,0.2071421593427658,0.012393094599246979,Trade open
373,137.24,0.20081734657287598,0.020138652995228767,Trade open
374,138.29,0.22425934672355652,0.02191966039457185,Trade open
375,139.11,0.231855109333992,0.0,No trade
376,139.11,0.2306048721075058,-0.003162982175126672,Trade open
377,138.67,0.21796815097332,0.0006469436921179295,Trade open
378,139.2,0.21910059452056885,0.000503141840454191,Trade open
379,139.18,0.21532271802425385,0.0017252928810194135,Trade open
380,139.35,0.2162342518568039,0.000790745543781668,Trade open
381,139.22,0.21728971600532532,-0.002084632869809866,Trade open
382,138.82,0.2142132818698883,0.0002874939818866551,Trade open
383,139.15,0.22001740336418152,0.0022284346632659435,Trade open
384,139.42,0.21546736359596252,-0.001581491087563336,Trade open
385,138.89,0.2111019343137741,0.0017252928810194135,Trade open
386,139.35,0.22738687694072723,0.003378629917278886,Trade open
387,139.58,0.22155892848968506,0.00776365352794528,Trade open
388,140.19,0.2284473478794098,0.002372236456722021,Trade open
389,139.44,0.2146148979663849,0.001078239525668323,Trade open
390,139.26,0.21194703876972198,0.002587884431704879,Trade open
391,139.47,0.22108805179595947,0.004744472913444042,Trade open
392,139.77,0.2166614681482315,0.0032348281238228083,Trade open
393,139.56,0.20936383306980133,0.0055352188646793365,Trade open
394,139.88,0.21324877440929413,0.01006393413990736,Trade open
395,140.51,0.22298327088356018,0.009632638655602932,Trade open
396,140.45,0.22090697288513184,0.011573579162359238,Trade open
397,140.72,0.22362320125102997,0.016513173045482513,Trade open
398,141.45,0.2435116469860077,0.0,No trade
399,141.45,0.23822703957557678,0.005019489210098982,Trade open
400,142.16,0.2480822503566742,0.01251328643411398,Trade open
401,143.22,0.25514858961105347,0.015694601461291313,Trade open
402,143.67,0.2534407079219818,0.01800737558045697,Trade open
403,144.18,0.25708410143852234,0.0,No trade
404,144.18,0.25242847204208374,0.00499376654624939,Trade open
405,144.9,0.2548706829547882,0.007906884886324406,Trade open
406,145.32,0.25458166003227234,0.004022762179374695,Trade open
407,144.76,0.24461446702480316,0.004022762179374695,Trade open
408,144.76,0.24042126536369324,0.0031211834866553545,Trade open
409,144.63,0.23688343167304993,0.0038146974984556437,Trade open
410,144.73,0.2377459853887558,0.004161507356911898,Trade open
411,144.78,0.23836669325828552,0.004508317448198795,Trade open
412,144.83,0.23862987756729126,0.004508317448198795,Trade open
413,144.83,0.23866714537143707,0.0004162354161962867,Trade open
414,144.24,0.23241503536701202,-0.002982332371175289,Trade open
415,143.75,0.22208158671855927,0.0025663087144494057,Trade open
416,144.55,0.22475887835025787,0.00499376654624939,Trade open
417,144.9,0.22411999106407166,0.02106494894157888,Trade open
418,147.78,0.26377955079078674,0.0,No trade
419,147.78,0.2598015367984772,6.763098645024002e-05,Trade open
420,147.79,0.25591814517974854,0.008932245895266533,Trade open
421,149.1,0.2580397427082062,0.00784953124821186,Trade open
422,148.94,0.2538856863975525,0.006834446452558041,Trade open
423,148.79,0.24817220866680145,0.0062931920401751995,Trade open
424,148.71,0.24577204883098602,0.0009473500540480018,Trade open
425,147.92,0.22813893854618073,0.0059548309072852135,Trade open
426,148.66,0.2356252670288086,-0.002706684870645404,Trade open
427,147.38,0.22147195041179657,0.003180411644279957,Trade open
428,148.25,0.22848659753799438,0.004533754196017981,Trade open
429,148.45,0.22654736042022705,0.0064284540712833405,Trade open
430,148.73,0.22840715944766998,0.009879596531391144,Trade open
431,149.24,0.22758616507053375,0.007443538401275873,Trade open
432,148.88,0.22151421010494232,0.020126435738690395,Trade open
433,151.52,0.25651612877845764,0.0,No trade
434,151.52,0.2528516352176666,-0.003959913272410631,Trade open
435,150.92,0.24349142611026764,-0.005543898791074753,Trade open
436,150.68,0.23538200557231903,0.000659918412566185,Trade open
437,151.62,0.23867368698120117,-0.005279851146042347,Trade open
438,150.72,0.22728267312049866,-0.0034978799521923065,Trade open
439,150.99,0.2199401706457138,0.00039597120485268533,Trade open
440,151.58,0.22460997104644775,0.005741783883422613,Trade open
441,152.39,0.2326059639453888,0.006269779056310654,Trade open
442,152.47,0.23274023830890656,0.00673171179369092,Trade open
443,152.54,0.2371433526277542,0.000659918412566185,Trade open
444,151.62,0.21757319569587708,0.0022439039312303066,Trade open
445,151.86,0.22765065729618073,0.007589716464281082,Trade open
446,152.67,0.22789302468299866,0.005213788710534573,Trade open
447,152.31,0.22115495800971985,0.0037618272472172976,Trade open
448,152.09,0.2258320152759552,0.0036958656273782253,Trade open
449,152.08,0.22502321004867554,0.004817817360162735,Trade open
450,152.25,0.22593367099761963,0.010163630358874798,Trade open
451,153.06,0.22732840478420258,-0.00882485370742139,Trade open
452,150.0,0.22533199191093445,0.0,No trade
453,150.0,0.21353913843631744,0.004999999888241291,Trade open
454,150.75,0.22158260643482208,0.0074666342698037624,Trade open
455,151.12,0.22260667383670807,-0.003533325158059597,Trade open
456,149.47,0.21687662601470947,0.009400024078786373,Trade open
457,151.41,0.2118728756904602,0.004866638220846653,Trade open
458,150.73,0.20837970077991486,0.007266642060130835,Trade open
459,151.09,0.21272049844264984,0.010333353653550148,Trade open
460,151.55,0.2144000083208084,0.009866638109087944,Trade open
461,151.48,0.21425284445285797,0.010666707530617714,Trade open
462,151.6,0.21655131876468658,0.004266662523150444,Trade open
463,150.64,0.21113228797912598,-0.0065333046950399876,Trade open
464,149.02,0.21991673111915588,0.001066691125743091,Trade open
465,150.16,0.21338073909282684,0.005933329463005066,Trade open
466,150.89,0.21132220327854156,0.0065333046950399876,Trade open
467,150.98,0.20970536768436432,0.0053999838419258595,Trade open
468,150.81,0.2088308483362198,0.004733378067612648,Trade open
469,150.71,0.20607724785804749,0.0074666342698037624,Trade open
470,151.12,0.2109784632921219,0.009333292953670025,Trade open
471,151.4,0.21948713064193726,0.009333292953670025,Trade open
472,151.4,0.21426646411418915,0.0073333741165697575,Trade open
473,151.1,0.21123023331165314,0.0007999674417078495,Trade open
474,150.12,0.20609059929847717,0.0009999593021348119,Trade open
475,150.15,0.2090819925069809,-0.002599995816126466,Trade open
476,149.61,0.2201334536075592,0.0011333210859447718,Trade open
477,150.17,0.21465182304382324,0.003399963490664959,Trade open
478,150.51,0.2085030972957611,-0.007266642060130835,Trade open
479,148.91,0.22630706429481506,-0.002599995816126466,Trade open
480,149.61,0.22373144328594208,-0.01201904296875,Trade open
481,147.76,0.25492218136787415,0.0,No trade
